"Word"|"synonyms"|"antonyms"|"related_to"|"origin"
"wears crown"|"control,manage,oversee,conduct,dictate,administer,supervise,regulate,carry out,guide,head,run,render,lead,superintend,sway,direct,reign,tyrannize,command,execute,captain,overrule,order,steer,pilot,assume command,be in power,call the shots,call the signals,exercise authority,head up,hold dominion,hold office,hold sway,lay down the law,occupy throne,pull the strings,serve the people,wear the crown,be in the driver's seat"|"obey,comply,surrender,acquiesce,consent,permit,abandon,mismanage,leave,neglect,follow,serve,fail,agree,yield,allow,give way"|"govern,reign"|""
"wears long face"|"brood,sulk,chafe,despond,grumble,regret,grump,lament,repine,grieve,yearn,pine,moon,idle,despair,sink,ache,languish,bleed,fret,droop,waste time,be apathetic,be down in the mouth,be gloomy,be in a funk,lose heart,pine away,stew over,sweat over,wear a long face,eat one's heart out"|"compliment,praise,dislike,hate,despise,grow,please,rise,strengthen,be elated,be happy"|"mope"|""
"wears on"|"go on,linger,remain,stay,live,sustain,persist,survive,exist,hold,be,last,outlast,abide,stand,cling,superannuate,bide,prevail,outlive,wear,carry on,hang on,hold out,ride out,live on,be left,be long lived,be timeless,carry through,have no end,hold on,keep on,never say die,perdure,run on,stay on,stick to,wear on,wear well"|"cease,reject,refuse,discontinue,halt,stop,go,leave,depart,die,quit,lose,move"|"endure"|""
"wears oneself out"|"overrate,overplay,exaggerate,overstate,overreach,magnify,stretch,hype,overwork,overload,belabor,pressure,fatigue,puff,overburden,overindulge,amplify,run riot,wear down,overvalue,overestimate,overuse,overtire,overtax,be intemperate,bite off too much,do to death,drive oneself,go overboard,go too far,lay it on,make federal case,not know when to stop,pile on,run into the ground,strain oneself,talk big,wear oneself out"|"play down,decrease,lessen,compress,ignore,neglect"|"overdo"|""
"wears pants"|"crack the whip,play first fiddle,ride herd,wear the pants"|""|"rule the roost"|""
"wears the crown"|"control,manage,oversee,conduct,dictate,administer,supervise,regulate,carry out,guide,head,run,render,lead,superintend,sway,direct,reign,tyrannize,command,execute,captain,overrule,order,steer,pilot,assume command,be in power,call the shots,call the signals,exercise authority,head up,hold dominion,hold office,hold sway,lay down the law,occupy throne,pull the strings,serve the people,wear the crown,be in the driver's seat"|"obey,comply,surrender,acquiesce,consent,permit,abandon,mismanage,leave,neglect,follow,serve,fail,agree,yield,allow,give way"|"govern,reign"|""
"wears the pants"|"crack the whip,play first fiddle,ride herd,wear the pants"|""|"rule the roost"|""
"wears the trousers"|"be in control,be in the saddle,call the tune,lay down the law,make the decisions,make the rules,run the show,wear the trousers,be in the driver's seat"|""|"call the shots"|""
"wears thin"|"unravel,erode,frazzle,chafe,rub,rip,tear,wear,ravel,fret,wear away,tatter,become ragged,become threadbare,wear thin"|"sew,please"|"fray,wear"|""
"wears threadbare"|"chafe,erode,ripple,excoriate,corrode,riffle,abrade,gall,fray,wear away,wear threadbare"|"calm,comfort,soothe,appease,pacify,placate,build,please"|"fret"|""
"wears trousers"|"be in control,be in the saddle,call the tune,lay down the law,make the decisions,make the rules,run the show,wear the trousers,be in the driver's seat"|""|"call the shots"|""
"wears well"|"go on,linger,remain,stay,live,sustain,persist,survive,exist,hold,be,last,outlast,abide,stand,cling,superannuate,bide,prevail,outlive,wear,carry on,hang on,hold out,ride out,live on,be left,be long lived,be timeless,carry through,have no end,hold on,keep on,never say die,perdure,run on,stay on,stick to,wear on,wear well"|"cease,reject,refuse,discontinue,halt,stop,go,leave,depart,die,quit,lose,move"|"endure"|""
"weary"|"overworked,exhausted,jaded,sleepy,disgusted,impatient,fatigued,bored,wearing,wearied,enervated,discontented,drained,beat,spent,drooping,sick,bushed,flagging,dead,done in,drowsy,fed up,indifferent,pooped,punchy,worn out,zonked,fagged,taxed,all in,bone-tired,burned out,dead tired,dog-tired,had it,knocked out,out of gas,ready to drop,sick and tired,wiped out"|"animated,energetic,lively,content,pleased,satisfied,fresh,refreshed,unused,energized,invigorated,happy,activated,untired"|"beat,blasé,bore,cloy,collapse,depress"|"weary O.E. werig ""tired,"" related to worian ""to wander, totter,"" from W.Gmc. *worigaz (cf. O.S. worig ""weary,"" O.H.G. wuorag ""intoxicated""), of unknown origin. The verb is O.E. wergian (intr.), gewergian (trans.)."
"weary load"|"load,duty,onus,hardship,strain,tax,difficulty,task,responsibility,trouble,anxiety,worry,concern,affliction,grievance,albatross,clog,encumbrance,obstruction,sorrow,work,misfortune,mishap,accountability,blame,trial,charge,millstone,hindrance,punishment,care,ball and chain,Herculean task,deadweight,excess baggage,thorn in one's side"|"aid,advantage,assistance,tranquility,calmness,contentment,happiness,relief,praise,exculpation,encouragement,benefit,blessing,irresponsibility,help,ease,peace,promotion,exoneration"|"burden"|""
"weary loads"|"load,duty,onus,hardship,strain,tax,difficulty,task,responsibility,trouble,anxiety,worry,concern,affliction,grievance,albatross,clog,encumbrance,obstruction,sorrow,work,misfortune,mishap,accountability,blame,trial,charge,millstone,hindrance,punishment,care,ball and chain,Herculean task,deadweight,excess baggage,weary load,thorn in one's side"|"aid,advantage,assistance,tranquility,calmness,contentment,happiness,relief,praise,exculpation,encouragement,benefit,blessing,irresponsibility,help,ease,peace,promotion,exoneration"|"burden"|""
"wearying"|"wearing,exhausting,draining,fatiguing,debilitating,overburdening"|""|"burdensome,hard,monotonous,tiresome,draining,exhausting"|"weary O.E. werig ""tired,"" related to worian ""to wander, totter,"" from W.Gmc. *worigaz (cf. O.S. worig ""weary,"" O.H.G. wuorag ""intoxicated""), of unknown origin. The verb is O.E. wergian (intr.), gewergian (trans.)."
"weasel"|"double-crosser,fink,stoolie,tattletale,informant,tattler,turncoat,source,informer,blabbermouth,sneak,betrayer,snitch,deceiver,rat,squealer,snitcher,stool pigeon,canary,tipster,whistle-blower,nark,narc,deep throat"|"confront,face,meet"|"confess,dodge,equivocate,evade,fink,Judas"|"weasel O.E. weosule, wesle ""weasel,"" from P.Gmc. *wisulon (cf. O.N. visla, M.Du. wesel, Du. wezel, O.H.G. wisula, Ger. Wiesel), probably related to P.Gmc. *wisand- ""bison"" (see bison), with a base sense of ""stinking animal,"" because both animals have a foul, musky smell (cf. L. vissio ""stench""). The verb ""to deprive (a word or phrase) of its meaning"" is first attested 1900, so used because the weasel sucks out the contents of eggs, leaving the shell intact; the sense of ""extricate oneself (from a difficult place) like a weasel"" is first recorded 1925; that of ""to evade and equivocate"" is from 1956.  ...A John Wesilheued (""John Weaselhead"") turns up on the Lincolnshire Assize Rolls for 1384, but the name seems not to have endured, for some reason."
"weasel out"|"cancel,back down,surrender,renege,avoid,chicken out,cop out,recant,resign,scratch,welsh,give up,back pedal,beg off,blow it off,get cold feet,go back on,shy from,throw in the towel,wiggle out,worm out"|"connect,couple,link,entangle,combine,unite,fasten,attach,join,collect,gather,hold,keep,maintain,bind,engage"|"back out,chicken out,disengage,recant,renege,repeal"|"weasel O.E. weosule, wesle ""weasel,"" from P.Gmc. *wisulon (cf. O.N. visla, M.Du. wesel, Du. wezel, O.H.G. wisula, Ger. Wiesel), probably related to P.Gmc. *wisand- ""bison"" (see bison), with a base sense of ""stinking animal,"" because both animals have a foul, musky smell (cf. L. vissio ""stench""). The verb ""to deprive (a word or phrase) of its meaning"" is first attested 1900, so used because the weasel sucks out the contents of eggs, leaving the shell intact; the sense of ""extricate oneself (from a difficult place) like a weasel"" is first recorded 1925; that of ""to evade and equivocate"" is from 1956.  ...A John Wesilheued (""John Weaselhead"") turns up on the Lincolnshire Assize Rolls for 1384, but the name seems not to have endured, for some reason."
"weasel out of"|"impugn,repudiate,contradict,disclaim,forswear,disown,deny,welsh,abjure,refuse,negative,renege,negate,disallow,gainsay,drop out,disacknowledge,go back on word,renig,wash hands of,worm out of"|"claim,grant,permit,sanction,vouch for,vow,admit,approve,accept,acknowledge,allow,agree,go along"|"disavow"|""
"weasel word"|"dodge,evasion,confusing statement,equivocal saying,misleading statement,misleading word,suppressio veri,waffling"|""|"tergiversation"|""
"weasel-word"|"dodge,evasion,confusing statement,equivocal saying,misleading statement,misleading word,suppressio veri,waffling"|""|"weasel word"|""
"weaseled out"|"cancel,back down,surrender,renege,avoid,chicken out,cop out,recant,resign,scratch,welsh,give up,back pedal,beg off,blow it off,get cold feet,go back on,shy from,throw in the towel,weasel out,wiggle out,worm out"|"connect,couple,link,entangle,combine,unite,fasten,attach,join,collect,gather,hold,keep,maintain,bind,engage"|"back out,chicken out,disengage,recant,renege,repeal"|""
"weaseled out of"|"impugn,repudiate,contradict,disclaim,forswear,disown,deny,welsh,abjure,refuse,negative,renege,negate,disallow,gainsay,drop out,disacknowledge,go back on word,renig,wash hands of,weasel out of,worm out of"|"claim,grant,permit,sanction,vouch for,vow,admit,approve,accept,acknowledge,allow,agree,go along"|"disavow"|""
"weaseling out"|"cancel,back down,surrender,renege,avoid,chicken out,cop out,recant,resign,scratch,welsh,give up,back pedal,beg off,blow it off,get cold feet,go back on,shy from,throw in the towel,weasel out,wiggle out,worm out"|"connect,couple,link,entangle,combine,unite,fasten,attach,join,collect,gather,hold,keep,maintain,bind,engage"|"back out,chicken out,disengage,recant,renege,repeal"|""
"weaseling out of"|"impugn,repudiate,contradict,disclaim,forswear,disown,deny,welsh,abjure,refuse,negative,renege,negate,disallow,gainsay,drop out,disacknowledge,go back on word,renig,wash hands of,weasel out of,worm out of"|"claim,grant,permit,sanction,vouch for,vow,admit,approve,accept,acknowledge,allow,agree,go along"|"disavow"|""
"weasels out"|"cancel,back down,surrender,renege,avoid,chicken out,cop out,recant,resign,scratch,welsh,give up,back pedal,beg off,blow it off,get cold feet,go back on,shy from,throw in the towel,weasel out,wiggle out,worm out"|"connect,couple,link,entangle,combine,unite,fasten,attach,join,collect,gather,hold,keep,maintain,bind,engage"|"back out,chicken out,disengage,recant,renege,repeal"|""
"weasels out of"|"impugn,repudiate,contradict,disclaim,forswear,disown,deny,welsh,abjure,refuse,negative,renege,negate,disallow,gainsay,drop out,disacknowledge,go back on word,renig,wash hands of,weasel out of,worm out of"|"claim,grant,permit,sanction,vouch for,vow,admit,approve,accept,acknowledge,allow,agree,go along"|"disavow"|""
"weather"|"climate,elements,clime"|"surrender,give in,hide,soften,refuse,reject,yield"|"cope,endure,hang tough,overcome,pull through,resist"|"weather O.E. weder, from P.Gmc. *wedran (cf. O.S. wedar, O.N. veðr, O.Fris., M.Du., Du. weder, O.H.G. wetar, Ger. Wetter ""storm, wind, weather""), from PIE *we-dhro-, ""weather,"" from base *we- ""to blow"" (see wind (n.)). Spelling with -th- first appeared 15c., though pronunciation may be much older. Verb sense of ""come through safely"" is from 1655; that of ""wear away by exposure"" is from 1757. Weather-beaten is from 1530. Under the weather ""indisposed"" is from 1827. Weatherman ""one who observes the weather"" is attested from 1901. Gk. had words for ""good weather"" (aithria, eudia) and words for  ...""storm"" and ""winter,"" but no generic word for ""weather"" until kairos (lit. ""time"") began to be used as such in Byzantine times. L. tempestas ""weather"" (see tempest) also originally meant ""time;"" and words for ""time"" also came to mean weather in Ir. (aimsir), Serbo-Cr. (vrijeme), Pol. (czas), etc."
"weather beaten"|"damaged,decayed,battered,weathered,weatherworn,worn down"|"cheerful,friendly,appealing,pleasant,comforting,congenial,encouraging,happy,bright,hot,warm,sympathetic,comfortable,nice,sunny"|"weather-beaten,weather-beaten,bleak,decrepit,gnarled,rugged"|""
"weather bureau"|"barometer,anemometer"|""|"weather station"|""
"weather bureaus"|"barometer,anemometer,weather bureau"|""|"weather station"|""
"weather bureaux"|"barometer,anemometer,weather bureau"|""|"weather station"|""
"weather eye"|"eagle eye,X-ray eye,hawkeye,nautical experience,peeled eye,watchful eye"|""|"lookout,watch,eagle eye,guard duty"|""
"weather forecast"|"forecast,5-day forecast,general outlook,local forecast,long-term forecast,regional forecast,small-craft advisory,storm warning,storm watch,weather prediction,weather report"|""|""|""
"weather forecaster"|"climatologist,storm chaser,weather-forecaster,weathercaster,weatherman/woman"|""|"weatherperson"|""
"weather forecasters"|"climatologist,storm chaser,weather-forecaster,weathercaster,weatherman/woman"|""|"weatherperson"|""
"weather forecasting"|"aerology,climatology"|""|"meteorology"|""
"weather forecastings"|"weather forecasting,aerology,climatology"|""|"meteorology"|""
"weather gauge"|"weatherglass,pressure indicator,storm gauge"|""|"barometer"|"gauge mid-15c., from Anglo-Fr. gauge (mid-14c.), from O.N.Fr. gauger, from gauge ""gauging rod,"" perhaps from Frank. *galgo ""rod, pole for measuring"" (cf. O.N. gelgja ""pole, perch,"" O.H.G. galgo, English gallows). Related: Gauged; gauging."
"weather gauges"|"weatherglass,pressure indicator,storm gauge,weather gauge"|""|"barometer"|"gauge mid-15c., from Anglo-Fr. gauge (mid-14c.), from O.N.Fr. gauger, from gauge ""gauging rod,"" perhaps from Frank. *galgo ""rod, pole for measuring"" (cf. O.N. gelgja ""pole, perch,"" O.H.G. galgo, English gallows). Related: Gauged; gauging."
"weather map"|"isobar,isobaric line,isopiestic line"|""|""|""
"weather permitting"|"perhaps,perchance,conceivable,credible,feasible,obtainable,as it may be,can be,conceivably,could be,imaginably,it could be,might be"|"certainly,definitely,surely"|"maybe,mayhap,perchance"|""
"weather prediction"|"forecast,5-day forecast,general outlook,local forecast,long-term forecast,regional forecast,small-craft advisory,storm warning,storm watch,weather report"|""|"weather forecast"|""
"weather predictions"|"forecast,5-day forecast,general outlook,local forecast,long-term forecast,regional forecast,small-craft advisory,storm warning,storm watch,weather prediction,weather report"|""|"weather forecast"|""
"weather report"|"forecast,5-day forecast,general outlook,local forecast,long-term forecast,regional forecast,small-craft advisory,storm warning,storm watch,weather prediction"|""|"weather forecast"|""
"weather reports"|"forecast,5-day forecast,general outlook,local forecast,long-term forecast,regional forecast,small-craft advisory,storm warning,storm watch,weather prediction,weather report"|""|"weather forecast"|""
